f,s11r,s11c,s12r,s12c,e,f,g,h
1313184,-0.106035736,0.02158846,0.882206912,-0.140345296,0,0,0,0
1322463,-0.106106448,0.021736238,0.881968832,-0.140996736,0,0,0,0
1331741,-0.106219112,0.021480486,0.882116928,-0.1414588,0,0,0,0
1341020,-0.106190592,0.021314658,0.881817536,-0.141917936,0,0,0,0
1350298,-0.106241488,0.021353436,0.881988736,-0.142361904,0,0,0,0
1359576,-0.10609132,0.020934128,0.881750464,-0.142750816,0,0,0,0
1368855,-0.10627408,0.020846078,0.881688448,-0.143423984,0,0,0,0
1378133,-0.106286816,0.020800064,0.881457152,-0.143617248,0,0,0,0
1387412,-0.106245768,0.020800672,0.881406272,-0.144243072,0,0,0,0
1396690,-0.106097656,0.02057092,0.88127712,-0.144489632,0,0,0,0
1405968,-0.106218336,0.020465766,0.88121728,-0.145167824,0,0,0,0
1415247,-0.106253512,0.020161108,0.88096992,-0.145517488,0,0,0,0
1424525,-0.10632248,0.020092652,0.880836672,-0.146125728,0,0,0,0
1433804,-0.10644488,0.019949568,0.88088,-0.146580768,0,0,0,0
1443082,-0.106544536,0.019907372,0.880889216,-0.146910768,0,0,0,0
1452360,-0.106318912,0.019749066,0.880547072,-0.147545584,0,0,0,0
1461639,-0.106524616,0.019534536,0.880562048,-0.147963008,0,0,0,0
1470917,-0.106477048,0.019428364,0.880462656,-0.14846808,0,0,0,0
1480196,-0.106651568,0.01923666,0.880334912,-0.148905568,0,0,0,0
1489474,-0.106532368,0.019295674,0.880344896,-0.149234608,0,0,0,0
1498752,-0.106442944,0.019167552,0.88020096,-0.149830704,0,0,0,0
1508031,-0.1065358,0.018939552,0.880268864,-0.150342272,0,0,0,0
1517309,-0.106445792,0.018933116,0.880032064,-0.15070832,0,0,0,0
1526588,-0.10672228,0.018633974,0.880067008,-0.151230768,0,0,0,0
1535866,-0.106847424,0.018459202,0.8797488,-0.151631088,0,0,0,0
1545145,-0.106668864,0.018419256,0.879758144,-0.152131568,0,0,0,0
1554423,-0.10686484,0.018290582,0.879707904,-0.15257752,0,0,0,0
1563701,-0.106775768,0.018095692,0.879462656,-0.153138832,0,0,0,0
1572980,-0.106813936,0.017936646,0.879451008,-0.153687152,0,0,0,0
1582258,-0.106929272,0.017809972,0.879408896,-0.1541124,0,0,0,0
1591537,-0.106984184,0.017619538,0.879262016,-0.15466768,0,0,0,0
1600815,-0.10698076,0.01734038,0.879035712,-0.15490184,0,0,0,0
1600815,-0.107102376,0.017576044,0.879274304,-0.155024784,0,0,0,0
1622886,-0.107196864,0.017194816,0.878738752,-0.156050128,0,0,0,0
1644956,-0.107109016,0.01697084,0.878591232,-0.157108752,0,0,0,0
1667027,-0.107346184,0.016396795,0.87821984,-0.158436144,0,0,0,0
1689098,-0.107435272,0.016389384,0.878089088,-0.159545312,0,0,0,0
1711169,-0.10740408,0.015747637,0.877967104,-0.1606308,0,0,0,0
1733239,-0.107507544,0.015652784,0.877685824,-0.161536256,0,0,0,0
1755310,-0.10762248,0.015183133,0.877387648,-0.16282872,0,0,0,0
1777381,-0.107740056,0.014786557,0.877239616,-0.1636324,0,0,0,0
1799451,-0.107758872,0.014615221,0.8769968,-0.165118432,0,0,0,0
1821522,-0.107646016,0.014174749,0.876568192,-0.166068016,0,0,0,0
1843593,-0.107907792,0.013816019,0.8763728,-0.167205408,0,0,0,0
1865664,-0.107963432,0.013586793,0.87612,-0.168374608,0,0,0,0
1887734,-0.108034792,0.013158474,0.875886144,-0.169571024,0,0,0,0
1909805,-0.108365408,0.012955996,0.875616128,-0.170436512,0,0,0,0
1931876,-0.108304008,0.012514364,0.875500224,-0.171449264,0,0,0,0
1953947,-0.108263736,0.012062748,0.875035584,-0.172569952,0,0,0,0
1976017,-0.10863108,0.011902596,0.874807488,-0.173817712,0,0,0,0
1998088,-0.10843564,0.011525706,0.874497728,-0.174973984,0,0,0,0
2020159,-0.108632792,0.011062977,0.874138176,-0.176045552,0,0,0,0
2042229,-0.108855224,0.010757918,0.87423168,-0.17713096,0,0,0,0
2064300,-0.108792912,0.010334178,0.87378496,-0.17810904,0,0,0,0
2086371,-0.108947776,0.010265126,0.87360576,-0.179241776,0,0,0,0
2108442,-0.109025192,0.009884873,0.873296064,-0.180301424,0,0,0,0
2130512,-0.10918536,0.009343339,0.87278816,-0.181441632,0,0,0,0
2152583,-0.109154328,0.009234547,0.872657088,-0.18242592,0,0,0,0
2174654,-0.109380416,0.008745649,0.8724992,-0.18375616,0,0,0,0
2196724,-0.109444544,0.008316154,0.87216096,-0.184535488,0,0,0,0
2218795,-0.109628992,0.007946432,0.871903424,-0.185742592,0,0,0,0
2240866,-0.109603304,0.007902622,0.87156736,-0.186825472,0,0,0,0
2262937,-0.109603992,0.007256211,0.871371392,-0.187963888,0,0,0,0
2285007,-0.109818584,0.007067936,0.870922496,-0.189114544,0,0,0,0
2307078,-0.110067512,0.00663149,0.870801984,-0.190104352,0,0,0,0
2329149,-0.110061688,0.006271585,0.87058336,-0.19118848,0,0,0,0
2351219,-0.110030544,0.005958769,0.870088064,-0.192183968,0,0,0,0
2373290,-0.110193792,0.005664084,0.869938112,-0.193259072,0,0,0,0
2395361,-0.110324992,0.005270942,0.86963776,-0.194516672,0,0,0,0
2417432,-0.110492664,0.004876124,0.86942336,-0.19536784,0,0,0,0
2439502,-0.110624208,0.004530903,0.869172416,-0.19648216,0,0,0,0
2461573,-0.110767392,0.004266204,0.868698048,-0.197653808,0,0,0,0
2483644,-0.110921536,0.003844299,0.868603328,-0.198707488,0,0,0,0
2505715,-0.110924144,0.003596791,0.868284544,-0.199766848,0,0,0,0
2527785,-0.11096216,0.003323935,0.8680576,-0.201061104,0,0,0,0
2549856,-0.111181688,0.002790962,0.867853824,-0.201909312,0,0,0,0
2571927,-0.111163456,0.00254195,0.867330304,-0.203229376,0,0,0,0
2593997,-0.111305288,0.002315489,0.867124736,-0.204138784,0,0,0,0
2616068,-0.11145276,0.001934347,0.866716672,-0.20503952,0,0,0,0
2638139,-0.111637208,0.00154926,0.866304064,-0.20624544,0,0,0,0
2660210,-0.111575344,0.001096593,0.866198976,-0.207522768,0,0,0,0
2682280,-0.111876768,0.000859974,0.86586592,-0.208593456,0,0,0,0
2704351,-0.111947264,0.000528795,0.865648064,-0.209573216,0,0,0,0
2726422,-0.11199968,0.000261903,0.865352704,-0.210581936,0,0,0,0
2748492,-0.112219512,-2.7678e-05,0.864942016,-0.211640368,0,0,0,0
2770563,-0.112303672,-0.000423361,0.86452096,-0.212678544,0,0,0,0
2792634,-0.11239612,-0.000843685,0.864363072,-0.213617728,0,0,0,0
2814705,-0.112547,-0.001245088,0.864187392,-0.214669744,0,0,0,0
2836775,-0.112648456,-0.001556306,0.86382112,-0.215698576,0,0,0,0
2858846,-0.112853448,-0.001923285,0.863452352,-0.216900704,0,0,0,0
2880917,-0.112805656,-0.002071088,0.863183296,-0.2181752,0,0,0,0
2902987,-0.112933592,-0.002516622,0.862964608,-0.219134256,0,0,0,0
2925058,-0.113075216,-0.002915498,0.862309696,-0.220034032,0,0,0,0
2947129,-0.11323588,-0.003167162,0.862198592,-0.221237504,0,0,0,0
2969200,-0.113419432,-0.003486473,0.861968896,-0.22211832,0,0,0,0
2991270,-0.113441344,-0.003831561,0.861902528,-0.22334888,0,0,0,0
3013341,-0.113592264,-0.004194344,0.86144832,-0.224284416,0,0,0,0
3035412,-0.113848968,-0.004551069,0.860970112,-0.225455408,0,0,0,0
3057483,-0.113904912,-0.004894753,0.860774208,-0.226462912,0,0,0,0
3079553,-0.114040592,-0.005287951,0.860294784,-0.227499472,0,0,0,0
3101624,-0.11433088,-0.00555209,0.859958656,-0.22851912,0,0,0,0
3123695,-0.114326216,-0.005968134,0.859703808,-0.229749072,0,0,0,0
3145765,-0.114611952,-0.006113559,0.859300928,-0.230642608,0,0,0,0
3167836,-0.114486712,-0.006597587,0.8590672,-0.231627168,0,0,0,0
3189907,-0.114612952,-0.006826774,0.858785344,-0.232913952,0,0,0,0
3211978,-0.114845376,-0.007318495,0.858360704,-0.233852992,0,0,0,0
3234048,-0.114975008,-0.007689474,0.858200704,-0.234834976,0,0,0,0
3256119,-0.115044016,-0.007970215,0.857828608,-0.23592016,0,0,0,0
3278190,-0.115372664,-0.008354148,0.857503616,-0.236931552,0,0,0,0
3300260,-0.115348008,-0.008568191,0.857035968,-0.238086416,0,0,0,0
3322331,-0.11553596,-0.008963003,0.856807872,-0.23906656,0,0,0,0
3344402,-0.115520392,-0.009264672,0.856350016,-0.240069248,0,0,0,0
3366473,-0.115736832,-0.009604434,0.856095808,-0.241197568,0,0,0,0
3388543,-0.115967464,-0.009778258,0.855771456,-0.242189504,0,0,0,0
3410614,-0.116040256,-0.010330652,0.855426304,-0.243204432,0,0,0,0
3432685,-0.11612652,-0.010705007,0.85507488,-0.244437648,0,0,0,0
3454755,-0.116333616,-0.010863655,0.854806656,-0.24544384,0,0,0,0
3476826,-0.11651236,-0.011327397,0.85452352,-0.246514368,0,0,0,0
3498897,-0.116849792,-0.011640932,0.854216512,-0.247669456,0,0,0,0
3520968,-0.116835744,-0.012139268,0.853718848,-0.24855104,0,0,0,0
3543038,-0.117032016,-0.012270181,0.85350944,-0.249474928,0,0,0,0
3565109,-0.117045712,-0.012561256,0.852926272,-0.250680752,0,0,0,0
3587180,-0.117333016,-0.012877859,0.852686528,-0.251697008,0,0,0,0
3609251,-0.117456992,-0.013377788,0.852371904,-0.252641744,0,0,0,0
3631321,-0.117560192,-0.013711599,0.852108352,-0.25356448,0,0,0,0
3653392,-0.117659448,-0.0140239,0.85175808,-0.254722832,0,0,0,0
3675463,-0.11773652,-0.014241206,0.851325184,-0.255825488,0,0,0,0
3697533,-0.117803088,-0.014566977,0.851248512,-0.256864608,0,0,0,0
3719604,-0.118117216,-0.01501262,0.850684224,-0.257827376,0,0,0,0
3741675,-0.118120152,-0.015254135,0.850242368,-0.259020176,0,0,0,0
3763746,-0.118494552,-0.015511545,0.849845632,-0.259959696,0,0,0,0
3785816,-0.118498488,-0.015949578,0.849593344,-0.261016368,0,0,0,0
3807887,-0.118541456,-0.016130224,0.849352704,-0.2621564,0,0,0,0
3807887,-0.118666024,-0.016341283,0.84931648,-0.262291376,0,0,0,0
3860387,-0.119231504,-0.017102168,0.84849536,-0.264537312,0,0,0,0
3912887,-0.119490904,-0.01771797,0.847658752,-0.266937376,0,0,0,0
3965387,-0.119723328,-0.01859543,0.846860288,-0.269496736,0,0,0,0
4017887,-0.120321576,-0.019333068,0.846060224,-0.272024064,0,0,0,0
4070387,-0.12058848,-0.019985678,0.844896896,-0.274524064,0,0,0,0
4122887,-0.121001872,-0.020868668,0.844156928,-0.27693568,0,0,0,0
4175387,-0.121392424,-0.021774792,0.843273216,-0.279192992,0,0,0,0
4227887,-0.121549536,-0.022306406,0.842258752,-0.281642848,0,0,0,0
4280387,-0.122012552,-0.023036304,0.841489152,-0.284197248,0,0,0,0
4332887,-0.12257048,-0.023834226,0.840675968,-0.286583392,0,0,0,0
4385387,-0.122936896,-0.024690428,0.839555712,-0.289042624,0,0,0,0
4437887,-0.123361824,-0.025396926,0.838563712,-0.2914984,0,0,0,0
4490387,-0.123843488,-0.026055466,0.837935936,-0.29366048,0,0,0,0
4542887,-0.124229376,-0.026891952,0.836892928,-0.296223232,0,0,0,0
4595387,-0.12456256,-0.02747156,0.83608,-0.298849536,0,0,0,0
4647887,-0.124893264,-0.028265578,0.834995776,-0.301227776,0,0,0,0
4700387,-0.12552156,-0.02888323,0.834151488,-0.303593312,0,0,0,0
4752887,-0.125792312,-0.029750766,0.833131584,-0.30607824,0,0,0,0
4805387,-0.12613468,-0.030437476,0.831986176,-0.308405504,0,0,0,0
4857887,-0.126620336,-0.031208894,0.831031744,-0.310801984,0,0,0,0
4910387,-0.12713152,-0.032015864,0.83007744,-0.313314848,0,0,0,0
4962887,-0.127471208,-0.03257686,0.829212544,-0.31555216,0,0,0,0
5015387,-0.12805948,-0.033324004,0.828147264,-0.318143584,0,0,0,0
5067887,-0.128265288,-0.033860452,0.827190528,-0.320305376,0,0,0,0
5120387,-0.128834952,-0.034694284,0.82625856,-0.323079104,0,0,0,0
5172886,-0.129174592,-0.035617328,0.825126208,-0.325330688,0,0,0,0
5225386,-0.129609648,-0.036249256,0.82431904,-0.327662208,0,0,0,0
5277886,-0.130177112,-0.036730284,0.823205568,-0.32994128,0,0,0,0
5330386,-0.130479304,-0.037495412,0.822030976,-0.332315968,0,0,0,0
5382886,-0.131042032,-0.038383712,0.821184192,-0.334705696,0,0,0,0
5435386,-0.13148184,-0.0387256,0.82011712,-0.337001728,0,0,0,0
5487886,-0.13191812,-0.039568472,0.818786624,-0.339337088,0,0,0,0
5540386,-0.132358744,-0.040366972,0.818068544,-0.341969376,0,0,0,0
5592886,-0.132962048,-0.040893024,0.81692352,-0.344090208,0,0,0,0
5645386,-0.133289144,-0.041641768,0.81582208,-0.346688416,0,0,0,0
5697886,-0.13375232,-0.042065008,0.814781696,-0.348851904,0,0,0,0
5750386,-0.134356944,-0.042870912,0.813716032,-0.351289312,0,0,0,0
5802886,-0.134810128,-0.043641072,0.812621312,-0.3537616,0,0,0,0
5855386,-0.135307072,-0.044146512,0.81147328,-0.356009536,0,0,0,0
5907886,-0.135768912,-0.044761676,0.81044736,-0.358542304,0,0,0,0
5960386,-0.136177216,-0.045491464,0.809359616,-0.360742144,0,0,0,0
6012886,-0.136706832,-0.046081856,0.808290368,-0.363061152,0,0,0,0
6065386,-0.137190528,-0.046800612,0.807145664,-0.365600128,0,0,0,0
6117886,-0.137674912,-0.047479384,0.806081472,-0.367828288,0,0,0,0
6170386,-0.13834632,-0.04793208,0.804997824,-0.37010576,0,0,0,0
6222886,-0.138773184,-0.048722096,0.803806272,-0.37246464,0,0,0,0
6275386,-0.1393336,-0.049178396,0.802612224,-0.374607616,0,0,0,0
6327886,-0.13965592,-0.04982688,0.801233792,-0.377160576,0,0,0,0
6380386,-0.140102192,-0.050531116,0.800464512,-0.37947408,0,0,0,0
6432886,-0.140659216,-0.051191668,0.79897408,-0.381755456,0,0,0,0
6485386,-0.141117472,-0.051651464,0.798211904,-0.384080864,0,0,0,0
6537886,-0.141801648,-0.052499688,0.796679488,-0.386258112,0,0,0,0
6590386,-0.142190704,-0.052852876,0.79559808,-0.388678624,0,0,0,0
6642886,-0.142831488,-0.053390008,0.794512,-0.390805024,0,0,0,0
6695386,-0.14329384,-0.054006728,0.793185024,-0.393383552,0,0,0,0
6747886,-0.143737952,-0.054590464,0.792179968,-0.395514112,0,0,0,0
6800386,-0.144151824,-0.05526976,0.790989376,-0.397724416,0,0,0,0
6852886,-0.144871536,-0.05595936,0.789831488,-0.40003088,0,0,0,0
6905386,-0.145330048,-0.056382684,0.788345536,-0.402415648,0,0,0,0
6957886,-0.145843616,-0.056837444,0.78736672,-0.404541024,0,0,0,0
7010386,-0.146487376,-0.05745672,0.785881152,-0.406948288,0,0,0,0
7062886,-0.146866416,-0.058003164,0.784854848,-0.409341056,0,0,0,0
7115386,-0.147379904,-0.058703004,0.783662784,-0.411552608,0,0,0,0
7167886,-0.147855056,-0.059235736,0.782428416,-0.413786368,0,0,0,0
7220386,-0.148501296,-0.059752828,0.781121856,-0.416034176,0,0,0,0
7272886,-0.14881856,-0.060050812,0.779907264,-0.418393568,0,0,0,0
7325386,-0.149374944,-0.060591,0.778728896,-0.420528992,0,0,0,0
7377886,-0.149968256,-0.0611552,0.777536384,-0.423087776,0,0,0,0
7430386,-0.150506688,-0.061629732,0.775971456,-0.425106048,0,0,0,0
7482886,-0.15105032,-0.0622969,0.774721152,-0.427354272,0,0,0,0
7535386,-0.151624304,-0.062924632,0.773544832,-0.429612416,0,0,0,0
7587886,-0.151980592,-0.0631368,0.772238912,-0.431696704,0,0,0,0
7640386,-0.152539632,-0.063736408,0.770860032,-0.434359776,0,0,0,0
7692886,-0.15328888,-0.064221392,0.769603456,-0.436274592,0,0,0,0
7745386,-0.153883344,-0.065033668,0.768396544,-0.438649664,0,0,0,0
7797885,-0.154223984,-0.065386968,0.766947264,-0.440805152,0,0,0,0
7850385,-0.154834496,-0.065858664,0.7657232,-0.442886592,0,0,0,0
7902885,-0.155384208,-0.066186228,0.764395072,-0.44511328,0,0,0,0
7955385,-0.155879744,-0.066672668,0.763024192,-0.447440128,0,0,0,0
8007885,-0.156496848,-0.067165096,0.761796032,-0.44978576,0,0,0,0
8060385,-0.156874752,-0.067565208,0.760287936,-0.451758688,0,0,0,0
8112885,-0.157469984,-0.068213792,0.758958976,-0.454008672,0,0,0,0
8165385,-0.15807024,-0.06858964,0.757726976,-0.456160544,0,0,0,0
8217885,-0.15848728,-0.068995368,0.756348352,-0.458395712,0,0,0,0
8270385,-0.15915576,-0.06935548,0.755022464,-0.460633728,0,0,0,0
8322885,-0.15979296,-0.069749464,0.753691968,-0.462732512,0,0,0,0
8375385,-0.160250352,-0.070359584,0.752279552,-0.464869184,0,0,0,0
8427885,-0.160771648,-0.07053232,0.750897728,-0.467084576,0,0,0,0
8480385,-0.161289712,-0.071206976,0.749591104,-0.46934064,0,0,0,0
8532885,-0.16189208,-0.071622832,0.747940224,-0.471331008,0,0,0,0
8585385,-0.162455312,-0.0721262,0.746692032,-0.47363712,0,0,0,0
8637885,-0.163025376,-0.072286392,0.745194112,-0.475853792,0,0,0,0
8690385,-0.163542368,-0.072790688,0.74387744,-0.478143328,0,0,0,0
8742885,-0.164073312,-0.073296168,0.742257152,-0.480114208,0,0,0,0
8795385,-0.164783472,-0.073615184,0.740872128,-0.482130688,0,0,0,0
8847885,-0.165247312,-0.073833048,0.739544448,-0.484456544,0,0,0,0
8900385,-0.1657288,-0.074550832,0.738190144,-0.486670944,0,0,0,0
8952885,-0.166317104,-0.07478624,0.73667872,-0.488816672,0,0,0,0
9005385,-0.166787968,-0.075168184,0.735432448,-0.490628,0,0,0,0
9057885,-0.167443728,-0.075660168,0.7336832,-0.493199808,0,0,0,0
9057885,-0.167379296,-0.075516608,0.733700544,-0.492856224,0,0,0,0
9182768,-0.168800272,-0.07563828,0.72961312,-0.498841408,0,0,0,0
9307650,-0.170141952,-0.075921632,0.725229824,-0.5048176,0,0,0,0
9432533,-0.171835808,-0.07575144,0.721046656,-0.51056368,0,0,0,0
9557415,-0.1733608,-0.076032216,0.716642816,-0.516356096,0,0,0,0
9682298,-0.17448832,-0.076024168,0.712491456,-0.521936768,0,0,0,0
9807181,-0.176249504,-0.076216416,0.707843072,-0.527641408,0,0,0,0
9932063,-0.177719648,-0.076049296,0.703692032,-0.53347008,0,0,0,0
10056946,-0.17898072,-0.076039408,0.698999488,-0.53898912,0,0,0,0
10181828,-0.1805728,-0.075934888,0.694427072,-0.544344704,0,0,0,0
10306711,-0.181989328,-0.075736704,0.68983936,-0.55014144,0,0,0,0
10431594,-0.18351168,-0.075724696,0.685275776,-0.555482432,0,0,0,0
10556476,-0.18490112,-0.07558376,0.68058848,-0.561172352,0,0,0,0
10681359,-0.186360288,-0.075333216,0.675931712,-0.566479424,0,0,0,0
10806242,-0.187734656,-0.075030104,0.6709904,-0.571744,0,0,0,0
10931124,-0.18926656,-0.074958624,0.6662448,-0.57728384,0,0,0,0
11056007,-0.190692944,-0.074481112,0.66132416,-0.582636544,0,0,0,0
11180889,-0.192107184,-0.074232704,0.656473216,-0.588007808,0,0,0,0
11305772,-0.193473424,-0.073797184,0.65145472,-0.592977216,0,0,0,0
11430655,-0.194921712,-0.07340004,0.646611968,-0.598080768,0,0,0,0
11555537,-0.19623088,-0.072911584,0.641429312,-0.603355648,0,0,0,0
11680420,-0.197576912,-0.072536792,0.636501824,-0.608445376,0,0,0,0
11805302,-0.199113216,-0.072131616,0.631148864,-0.613506112,0,0,0,0
11930185,-0.200350752,-0.07169372,0.626203776,-0.61854336,0,0,0,0
12055068,-0.201729744,-0.071066504,0.620844416,-0.623737792,0,0,0,0
12179950,-0.203141568,-0.070578024,0.615855936,-0.628359744,0,0,0,0
12304833,-0.20457616,-0.070022256,0.61048448,-0.633615744,0,0,0,0
12429715,-0.20580816,-0.069354,0.605299328,-0.6383232,0,0,0,0
12554598,-0.207190432,-0.068575488,0.599815296,-0.643068928,0,0,0,0
12679481,-0.208455968,-0.067910144,0.594512512,-0.647759104,0,0,0,0
12804363,-0.20970768,-0.067264928,0.589104128,-0.652495424,0,0,0,0
12929246,-0.210817344,-0.066619008,0.583595904,-0.65698688,0,0,0,0
13054129,-0.212141824,-0.065953768,0.578004672,-0.661937856,0,0,0,0
13179011,-0.213427056,-0.065082164,0.572709376,-0.666467712,0,0,0,0
13303894,-0.214663392,-0.064317436,0.567035328,-0.67100416,0,0,0,0
13428776,-0.215800704,-0.063379824,0.5614608,-0.675435008,0,0,0,0
13553659,-0.21696192,-0.06245318,0.555696,-0.679711488,0,0,0,0
13678542,-0.21821168,-0.061697012,0.550044736,-0.684398144,0,0,0,0
13803424,-0.219237968,-0.0609038,0.54410752,-0.688595392,0,0,0,0
13928307,-0.220257936,-0.059918276,0.53866528,-0.692988416,0,0,0,0
14053189,-0.221271776,-0.058908368,0.532576672,-0.697314048,0,0,0,0
14178072,-0.22239176,-0.057832832,0.52690064,-0.70157728,0,0,0,0
14302955,-0.22360304,-0.056781672,0.521106368,-0.705853888,0,0,0,0
14427837,-0.224725088,-0.055699016,0.515035744,-0.70994208,0,0,0,0
14552720,-0.225618864,-0.054788372,0.509250112,-0.714058432,0,0,0,0
14677602,-0.226685328,-0.053715524,0.503373632,-0.71792544,0,0,0,0
14802485,-0.227528368,-0.052693568,0.497276352,-0.721947328,0,0,0,0
14927368,-0.228550144,-0.051508512,0.491176672,-0.725955264,0,0,0,0
15052250,-0.229533984,-0.050245432,0.48497792,-0.729723456,0,0,0,0
15177133,-0.230488528,-0.04914146,0.479123456,-0.733750912,0,0,0,0
15302016,-0.23132992,-0.048009548,0.472839104,-0.7373936,0,0,0,0
15426898,-0.23200552,-0.046663644,0.466894048,-0.741175872,0,0,0,0
15551781,-0.232974048,-0.045548936,0.460613952,-0.744772736,0,0,0,0
15676663,-0.233740224,-0.044335148,0.454553088,-0.748593216,0,0,0,0
15801546,-0.234436,-0.043016508,0.448007808,-0.752112704,0,0,0,0
15926429,-0.235184096,-0.041748592,0.441827808,-0.755526016,0,0,0,0
16051311,-0.236037616,-0.040503904,0.435503616,-0.759121152,0,0,0,0
16176194,-0.236557632,-0.039142892,0.42921136,-0.762885888,0,0,0,0
16301076,-0.237208176,-0.037819296,0.422754144,-0.765980544,0,0,0,0
16425959,-0.2378512,-0.036481612,0.416525696,-0.769449536,0,0,0,0
16550842,-0.238557744,-0.035102052,0.409780416,-0.77280256,0,0,0,0
16675724,-0.239108624,-0.033789992,0.403295552,-0.776068672,0,0,0,0
16800607,-0.239678976,-0.03231708,0.397045568,-0.779047104,0,0,0,0
16925489,-0.240150688,-0.030886604,0.390294976,-0.782293888,0,0,0,0
17050372,-0.240572768,-0.029429456,0.383829024,-0.785295808,0,0,0,0
17175255,-0.240999408,-0.02802423,0.37734832,-0.788411584,0,0,0,0
17300137,-0.241530016,-0.02645939,0.370748288,-0.791211456,0,0,0,0
17425020,-0.241743184,-0.025220948,0.364330336,-0.794318272,0,0,0,0
17549902,-0.242199248,-0.02375455,0.35744352,-0.797033344,0,0,0,0
17674785,-0.242624576,-0.022028204,0.350834144,-0.800034944,0,0,0,0
17799668,-0.24279096,-0.02062536,0.344096512,-0.802726016,0,0,0,0
17924550,-0.243043248,-0.019135296,0.337293248,-0.805554496,0,0,0,0
18049433,-0.243330352,-0.017642824,0.330712096,-0.808086528,0,0,0,0
18174316,-0.24356048,-0.01616503,0.32378864,-0.810555072,0,0,0,0
18299198,-0.243825456,-0.014431563,0.316827936,-0.813154752,0,0,0,0
18424081,-0.243854112,-0.012877029,0.310019776,-0.815766784,0,0,0,0
18548963,-0.243869056,-0.011387235,0.303277792,-0.818057088,0,0,0,0
18673846,-0.24388392,-0.009672394,0.296219008,-0.82037056,0,0,0,0
18798729,-0.243964368,-0.008187661,0.289233888,-0.822766336,0,0,0,0
18923611,-0.24399984,-0.006626064,0.28247712,-0.82503424,0,0,0,0
19048494,-0.2440192,-0.005016338,0.275424128,-0.82705856,0,0,0,0
19173376,-0.243986912,-0.003497862,0.268376976,-0.829312704,0,0,0,0
19298259,-0.243798208,-0.001971704,0.261352368,-0.831437312,0,0,0,0
19423142,-0.243577472,-0.000249116,0.254176192,-0.83338016,0,0,0,0
19548024,-0.243526352,0.001309141,0.24716872,-0.834947392,0,0,0,0
19672907,-0.24311664,0.002914286,0.240297072,-0.837048384,0,0,0,0
19797789,-0.242911392,0.004408786,0.233155392,-0.83895424,0,0,0,0
19922672,-0.242537216,0.006141874,0.22606776,-0.840712832,0,0,0,0
20047555,-0.24233752,0.007691849,0.218893712,-0.84239552,0,0,0,0
20172437,-0.242002112,0.00941662,0.211836544,-0.843971904,0,0,0,0
20297320,-0.2414632,0.010973236,0.20460408,-0.845545024,0,0,0,0
20422203,-0.241165296,0.012385468,0.197301296,-0.847251968,0,0,0,0
20547085,-0.240707792,0.013989181,0.190340288,-0.848503936,0,0,0,0
20671968,-0.240166864,0.015685592,0.183069072,-0.849996288,0,0,0,0
20796850,-0.239560608,0.017334716,0.175803664,-0.851235776,0,0,0,0
20921733,-0.238986912,0.018952814,0.168560432,-0.852550656,0,0,0,0
21046616,-0.23840816,0.020423872,0.161455312,-0.853934016,0,0,0,0
21171498,-0.237785984,0.021934592,0.154330112,-0.85511648,0,0,0,0
21296381,-0.237088208,0.023628652,0.147205488,-0.856127168,0,0,0,0
21421263,-0.236381904,0.025167652,0.13959656,-0.857249728,0,0,0,0
21546146,-0.235555344,0.02663053,0.132204728,-0.858112832,0,0,0,0
21546146,-0.235514992,0.0264987,0.13229272,-0.858158912,0,0,0,0
21843206,-0.2335212,0.030204616,0.11493968,-0.86038592,0,0,0,0
22140267,-0.231414768,0.03392606,0.097373624,-0.862366528,0,0,0,0
22437327,-0.22902552,0.037386884,0.079962888,-0.863625536,0,0,0,0
22734388,-0.226450816,0.040884784,0.0625384,-0.864769856,0,0,0,0
23031448,-0.223765232,0.04410828,0.044694628,-0.865493568,0,0,0,0
23328508,-0.220647984,0.04718436,0.027127468,-0.865922176,0,0,0,0
23625569,-0.217789104,0.05021018,0.009413167,-0.86610272,0,0,0,0
23922629,-0.214197408,0.053203828,-0.008322965,-0.86561824,0,0,0,0
24219690,-0.210752224,0.056024784,-0.026106284,-0.865099392,0,0,0,0
24516750,-0.206938768,0.058888036,-0.043745756,-0.86387776,0,0,0,0
24813811,-0.203116336,0.061415384,-0.061471008,-0.862689792,0,0,0,0
25110871,-0.199251856,0.063809552,-0.07950284,-0.861007616,0,0,0,0
25407931,-0.19492104,0.06589166,-0.097321184,-0.858708736,0,0,0,0
25704992,-0.190519696,0.067951056,-0.114658592,-0.856014272,0,0,0,0
26002052,-0.185825392,0.069784072,-0.132734704,-0.853380416,0,0,0,0
26299113,-0.181082912,0.071327616,-0.150390512,-0.850180352,0,0,0,0
26596173,-0.17627888,0.072770136,-0.168172096,-0.846438592,0,0,0,0
26893233,-0.171415904,0.073998472,-0.185617072,-0.842691904,0,0,0,0
27190294,-0.1661756,0.074880856,-0.203289632,-0.838360512,0,0,0,0
27487354,-0.161133312,0.075681928,-0.220953088,-0.833472448,0,0,0,0
27784415,-0.155758112,0.076095736,-0.2383556,-0.828012736,0,0,0,0
28081475,-0.150365648,0.076390464,-0.255924352,-0.822480768,0,0,0,0
28378535,-0.144783488,0.076365808,-0.27318032,-0.816178816,0,0,0,0
28675596,-0.139206144,0.07618348,-0.290310464,-0.809957696,0,0,0,0
28972656,-0.133821088,0.075729952,-0.307656,-0.803155584,0,0,0,0
